分拣中心,日期,班次,正式工人数,临时工人数
SC38,27,08:00-16:00,68,68
SC38,27,12:00-20:00,51,52
SC38,27,14:00-22:00,40,45
SC38,27,16:00-24:00,82,73
SC38,28,00:00-08:00,52,38
SC38,28,05:00-13:00,29,106
SC38,28,08:00-16:00,67,77
SC38,28,12:00-20:00,100,54
SC38,28,14:00-22:00,84,41
SC38,28,16:00-24:00,30,86
SC38,29,00:00-08:00,74,78
SC38,29,05:00-13:00,3,42
SC38,29,08:00-16:00,62,95
SC38,29,12:00-20:00,28,71
SC38,29,14:00-22:00,69,69
SC38,29,16:00-24:00,23,57
SC38,30,00:00-08:00,25,57
SC38,30,05:00-13:00,74,76
SC38,30,08:00-16:00,103,37
SC38,30,12:00-20:00,59,100
SC38,30,14:00-22:00,47,84
SC38,30,16:00-24:00,54,54
SC39,1,00:00-08:00,9,83
SC39,1,05:00-13:00,82,31
SC39,1,08:00-16:00,74,65
SC39,1,12:00-20:00,69,89
SC39,1,14:00-22:00,26,67
SC39,1,16:00-24:00,48,55
SC39,2,00:00-08:00,60,72
SC39,2,05:00-13:00,29,59
SC39,2,08:00-16:00,56,34
SC39,2,12:00-20:00,42,35
SC39,2,14:00-22:00,62,77
SC39,2,16:00-24:00,57,63
SC39,3,00:00-08:00,77,89
SC39,3,05:00-13:00,32,72
SC39,3,08:00-16:00,32,109
SC39,3,12:00-20:00,77,85
SC39,3,14:00-22:00,109,96
SC39,3,16:00-24:00,23,38
SC39,4,00:00-08:00,62,115
SC39,4,05:00-13:00,28,76
SC39,4,08:00-16:00,107,61
SC39,4,12:00-20:00,45,60
SC39,4,14:00-22:00,78,62
SC39,4,16:00-24:00,57,56
SC39,5,00:00-08:00,35,105
SC39,5,05:00-13:00,66,97
SC39,5,08:00-16:00,65,30
SC39,5,12:00-20:00,36,105
SC39,5,14:00-22:00,48,38
SC39,5,16:00-24:00,9,38
SC39,6,00:00-08:00,62,57
SC39,6,05:00-13:00,84,41
SC39,6,08:00-16:00,37,8
SC39,6,12:00-20:00,40,50
SC39,6,14:00-22:00,61,79
SC39,6,16:00-24:00,38,62
SC39,7,00:00-08:00,94,86
SC39,7,05:00-13:00,33,60
SC39,7,08:00-16:00,70,63
SC39,7,12:00-20:00,57,61
SC39,7,14:00-22:00,98,116
SC39,7,16:00-24:00,108,87
SC39,8,00:00-08:00,98,89
SC39,8,05:00-13:00,86,57
SC39,8,08:00-16:00,34,35
SC39,8,12:00-20:00,46,42
SC39,8,14:00-22:00,41,44
SC39,8,16:00-24:00,43,92
SC39,9,00:00-08:00,82,7
SC39,9,05:00-13:00,17,90
SC39,9,08:00-16:00,83,95
SC39,9,12:00-20:00,18,75
SC39,9,14:00-22:00,40,58
SC39,9,16:00-24:00,64,28
SC39,10,00:00-08:00,26,72
SC39,10,05:00-13:00,104,12
SC39,10,08:00-16:00,77,85
SC39,10,12:00-20:00,91,22
SC39,10,14:00-22:00,36,68
SC39,10,16:00-24:00,36,93
SC39,11,00:00-08:00,31,56
SC39,11,05:00-13:00,76,91
SC39,11,08:00-16:00,76,20
SC39,11,12:00-20:00,52,51
SC39,11,14:00-22:00,37,54
SC39,11,16:00-24:00,71,60
SC39,12,00:00-08:00,20,58
SC39,12,05:00-13:00,93,66
SC39,12,08:00-16:00,72,96
SC39,12,12:00-20:00,12,96
SC39,12,14:00-22:00,52,47
SC39,12,16:00-24:00,67,74
SC39,13,00:00-08:00,86,68
SC39,13,05:00-13:00,96,72
SC39,13,08:00-16:00,95,74
SC39,13,12:00-20:00,50,63
SC39,13,14:00-22:00,26,26
SC39,13,16:00-24:00,32,82
SC39,14,00:00-08:00,105,71
SC39,14,05:00-13:00,36,41
SC39,14,08:00-16:00,53,51
SC39,14,12:00-20:00,112,68
SC39,14,14:00-22:00,97,55
SC39,14,16:00-24:00,50,60
SC39,15,00:00-08:00,62,96
SC39,15,05:00-13:00,37,52
SC39,15,08:00-16:00,78,39
SC39,15,12:00-20:00,33,52
SC39,15,14:00-22:00,58,84
SC39,15,16:00-24:00,26,65
SC39,16,00:00-08:00,75,74
SC39,16,05:00-13:00,71,59
SC39,16,08:00-16:00,36,55
SC39,16,12:00-20:00,92,68
SC39,16,14:00-22:00,86,38
SC39,16,16:00-24:00,84,83
SC39,17,00:00-08:00,77,72
SC39,17,05:00-13:00,43,65
SC39,17,08:00-16:00,75,85
SC39,17,12:00-20:00,79,15
SC39,17,14:00-22:00,20,64
SC39,17,16:00-24:00,26,40
SC39,18,00:00-08:00,44,32
SC39,18,05:00-13:00,61,94
SC39,18,08:00-16:00,93,50
SC39,18,12:00-20:00,48,89
SC39,18,14:00-22:00,91,22
SC39,18,16:00-24:00,77,95
SC39,19,00:00-08:00,43,58
SC39,19,05:00-13:00,108,62
SC39,19,08:00-16:00,67,92
SC39,19,12:00-20:00,108,75
SC39,19,14:00-22:00,85,4
SC39,19,16:00-24:00,62,58
SC39,20,00:00-08:00,64,25
SC39,20,05:00-13:00,22,93
SC39,20,08:00-16:00,19,110
SC39,20,12:00-20:00,73,84
SC39,20,14:00-22:00,33,28
SC39,20,16:00-24:00,17,88
SC39,21,00:00-08:00,67,44
SC39,21,05:00-13:00,41,60
SC39,21,08:00-16:00,29,22
SC39,21,12:00-20:00,59,87
SC39,21,14:00-22:00,15,89
SC39,21,16:00-24:00,76,69
SC39,22,00:00-08:00,48,40
SC39,22,05:00-13:00,31,32
SC39,22,08:00-16:00,45,91
SC39,22,12:00-20:00,16,100
SC39,22,14:00-22:00,51,57
SC39,22,16:00-24:00,73,55
SC39,23,00:00-08:00,58,91
SC39,23,05:00-13:00,102,66
SC39,23,08:00-16:00,47,37
SC39,23,12:00-20:00,22,41
SC39,23,14:00-22:00,75,95
SC39,23,16:00-24:00,3,91
SC39,24,00:00-08:00,31,27
SC39,24,05:00-13:00,54,40
SC39,24,08:00-16:00,80,112
SC39,24,12:00-20:00,69,42
SC39,24,14:00-22:00,55,68
SC39,24,16:00-24:00,38,39
SC39,25,00:00-08:00,38,66
SC39,25,05:00-13:00,50,54
SC39,25,08:00-16:00,68,31
SC39,25,12:00-20:00,49,19
SC39,25,14:00-22:00,24,52
SC39,25,16:00-24:00,65,108
SC39,26,00:00-08:00,64,87
SC39,26,05:00-13:00,31,50
SC39,26,08:00-16:00,88,68
SC39,26,12:00-20:00,90,67
SC39,26,14:00-22:00,71,68
SC39,26,16:00-24:00,91,20
SC39,27,00:00-08:00,62,65
SC39,27,05:00-13:00,95,104
SC39,27,08:00-16:00,68,68
SC39,27,12:00-20:00,51,52
SC39,27,14:00-22:00,40,45
SC39,27,16:00-24:00,82,73
SC39,28,00:00-08:00,52,38
SC39,28,05:00-13:00,29,106
SC39,28,08:00-16:00,67,77
SC39,28,12:00-20:00,100,54
SC39,28,14:00-22:00,84,41
SC39,28,16:00-24:00,30,86
SC39,29,00:00-08:00,74,78
SC39,29,05:00-13:00,3,42
SC39,29,08:00-16:00,62,95
SC39,29,12:00-20:00,28,71
SC39,29,14:00-22:00,69,69
SC39,29,16:00-24:00,23,57
SC39,30,00:00-08:00,25,57
SC39,30,05:00-13:00,74,76
SC39,30,08:00-16:00,103,37
SC39,30,12:00-20:00,59,100
SC39,30,14:00-22:00,47,84
SC39,30,16:00-24:00,54,54
SC4,1,00:00-08:00,9,83
SC4,1,05:00-13:00,82,31
SC4,1,08:00-16:00,74,65
SC4,1,12:00-20:00,69,89
SC4,1,14:00-22:00,26,67
SC4,1,16:00-24:00,48,55
SC4,2,00:00-08:00,60,72
SC4,2,05:00-13:00,29,59
SC4,2,08:00-16:00,56,34
SC4,2,12:00-20:00,42,35
SC4,2,14:00-22:00,62,77
SC4,2,16:00-24:00,57,63
SC4,3,00:00-08:00,77,89
SC4,3,05:00-13:00,32,72
SC4,3,08:00-16:00,32,109
SC4,3,12:00-20:00,77,85
SC4,3,14:00-22:00,109,96
SC4,3,16:00-24:00,23,38
SC4,4,00:00-08:00,62,115
SC4,4,05:00-13:00,28,76
SC4,4,08:00-16:00,107,61
SC4,4,12:00-20:00,45,60
SC4,4,14:00-22:00,78,62
SC4,4,16:00-24:00,57,56
SC4,5,00:00-08:00,35,105
SC4,5,05:00-13:00,66,97
SC4,5,08:00-16:00,65,30
SC4,5,12:00-20:00,36,105
SC4,5,14:00-22:00,48,38
SC4,5,16:00-24:00,9,38
SC4,6,00:00-08:00,62,57
SC4,6,05:00-13:00,84,41
SC4,6,08:00-16:00,37,8
SC4,6,12:00-20:00,40,50
SC4,6,14:00-22:00,61,79
SC4,6,16:00-24:00,38,62
SC4,7,00:00-08:00,94,86
SC4,7,05:00-13:00,33,60
SC4,7,08:00-16:00,70,63
SC4,7,12:00-20:00,57,61
SC4,7,14:00-22:00,98,116
SC4,7,16:00-24:00,108,87
SC4,8,00:00-08:00,98,89
SC4,8,05:00-13:00,86,57
SC4,8,08:00-16:00,34,35
SC4,8,12:00-20:00,46,42
SC4,8,14:00-22:00,41,44
SC4,8,16:00-24:00,43,92
SC4,9,00:00-08:00,82,7
SC4,9,05:00-13:00,17,90
SC4,9,08:00-16:00,83,95
SC4,9,12:00-20:00,18,75
SC4,9,14:00-22:00,40,58
SC4,9,16:00-24:00,64,28
SC4,10,00:00-08:00,26,72
SC4,10,05:00-13:00,104,12
SC4,10,08:00-16:00,77,85
SC4,10,12:00-20:00,91,22
SC4,10,14:00-22:00,36,68
SC4,10,16:00-24:00,36,93
SC4,11,00:00-08:00,31,56
SC4,11,05:00-13:00,76,91
SC4,11,08:00-16:00,76,20
SC4,11,12:00-20:00,52,51
SC4,11,14:00-22:00,37,54
SC4,11,16:00-24:00,71,60
SC4,12,00:00-08:00,20,58
SC4,12,05:00-13:00,93,66
SC4,12,08:00-16:00,72,96
SC4,12,12:00-20:00,12,96
SC4,12,14:00-22:00,52,47
SC4,12,16:00-24:00,67,74
SC4,13,00:00-08:00,86,68
SC4,13,05:00-13:00,96,72
SC4,13,08:00-16:00,95,74
SC4,13,12:00-20:00,50,63
SC4,13,14:00-22:00,26,26
SC4,13,16:00-24:00,32,82
SC4,14,00:00-08:00,105,71
SC4,14,05:00-13:00,36,41
SC4,14,08:00-16:00,53,51
SC4,14,12:00-20:00,112,68
SC4,14,14:00-22:00,97,55
SC4,14,16:00-24:00,50,60
SC4,15,00:00-08:00,62,96
SC4,15,05:00-13:00,37,52
SC4,15,08:00-16:00,78,39
SC4,15,12:00-20:00,33,52
SC4,15,14:00-22:00,58,84
SC4,15,16:00-24:00,26,65
SC4,16,00:00-08:00,75,74
SC4,16,05:00-13:00,71,59
SC4,16,08:00-16:00,36,55
SC4,16,12:00-20:00,92,68
SC4,16,14:00-22:00,86,38
SC4,16,16:00-24:00,84,83
SC4,17,00:00-08:00,77,72
SC4,17,05:00-13:00,43,65
SC4,17,08:00-16:00,75,85
SC4,17,12:00-20:00,79,15
SC4,17,14:00-22:00,20,64
SC4,17,16:00-24:00,26,40
SC4,18,00:00-08:00,44,32
SC4,18,05:00-13:00,61,94
SC4,18,08:00-16:00,93,50
SC4,18,12:00-20:00,48,89
SC4,18,14:00-22:00,91,22
SC4,18,16:00-24:00,77,95
SC4,19,00:00-08:00,43,58
SC4,19,05:00-13:00,108,62
SC4,19,08:00-16:00,67,92
SC4,19,12:00-20:00,108,75
SC4,19,14:00-22:00,85,4
SC4,19,16:00-24:00,62,58
SC4,20,00:00-08:00,64,25
SC4,20,05:00-13:00,22,93
SC4,20,08:00-16:00,19,110
SC4,20,12:00-20:00,73,84
SC4,20,14:00-22:00,33,28
SC4,20,16:00-24:00,17,88
SC4,21,00:00-08:00,67,44
SC4,21,05:00-13:00,41,60
SC4,21,08:00-16:00,29,22
SC4,21,12:00-20:00,59,87
SC4,21,14:00-22:00,15,89
SC4,21,16:00-24:00,76,69
SC4,22,00:00-08:00,48,40
SC4,22,05:00-13:00,31,32
SC4,22,08:00-16:00,45,91
SC4,22,12:00-20:00,16,100
SC4,22,14:00-22:00,51,57
SC4,22,16:00-24:00,73,55
SC4,23,00:00-08:00,58,91
SC4,23,05:00-13:00,102,66
SC4,23,08:00-16:00,47,37
SC4,23,12:00-20:00,22,41
SC4,23,14:00-22:00,75,95
SC4,23,16:00-24:00,3,91
SC4,24,00:00-08:00,31,27
SC4,24,05:00-13:00,54,40
SC4,24,08:00-16:00,80,112
SC4,24,12:00-20:00,69,42
SC4,24,14:00-22:00,55,68
SC4,24,16:00-24:00,38,39
SC4,25,00:00-08:00,38,66
SC4,25,05:00-13:00,50,54
SC4,25,08:00-16:00,68,31
SC4,25,12:00-20:00,49,19
SC4,25,14:00-22:00,24,52
SC4,25,16:00-24:00,65,108
SC4,26,00:00-08:00,64,87
SC4,26,05:00-13:00,31,50
SC4,26,08:00-16:00,88,68
SC4,26,12:00-20:00,90,67
SC4,26,14:00-22:00,71,68
SC4,26,16:00-24:00,91,20
SC4,27,00:00-08:00,62,65
SC4,27,05:00-13:00,95,104
SC4,27,08:00-16:00,68,68
SC4,27,12:00-20:00,51,52
SC4,27,14:00-22:00,40,45
SC4,27,16:00-24:00,82,73
SC4,28,00:00-08:00,52,38
SC4,28,05:00-13:00,29,106
SC4,28,08:00-16:00,67,77
SC4,28,12:00-20:00,100,54
SC4,28,14:00-22:00,84,41
SC4,28,16:00-24:00,30,86
SC4,29,00:00-08:00,74,78
SC4,29,05:00-13:00,3,42
SC4,29,08:00-16:00,62,95
SC4,29,12:00-20:00,28,71
SC4,29,14:00-22:00,69,69
SC4,29,16:00-24:00,23,57
SC4,30,00:00-08:00,25,57
SC4,30,05:00-13:00,74,76
SC4,30,08:00-16:00,103,37
SC4,30,12:00-20:00,59,100
SC4,30,14:00-22:00,47,84
SC4,30,16:00-24:00,54,54
SC40,1,00:00-08:00,9,83
SC40,1,05:00-13:00,82,31
SC40,1,08:00-16:00,74,65
SC40,1,12:00-20:00,69,89
SC40,1,14:00-22:00,26,67
SC40,1,16:00-24:00,48,55
SC40,2,00:00-08:00,60,72
SC40,2,05:00-13:00,29,59
SC40,2,08:00-16:00,56,34
SC40,2,12:00-20:00,42,35
SC40,2,14:00-22:00,62,77
SC40,2,16:00-24:00,57,63
SC40,3,00:00-08:00,77,89
SC40,3,05:00-13:00,32,72
SC40,3,08:00-16:00,32,109
SC40,3,12:00-20:00,77,85
SC40,3,14:00-22:00,109,96
SC40,3,16:00-24:00,23,38
SC40,4,00:00-08:00,62,115
SC40,4,05:00-13:00,28,76
SC40,4,08:00-16:00,107,61
SC40,4,12:00-20:00,45,60
SC40,4,14:00-22:00,78,62
SC40,4,16:00-24:00,57,56
SC40,5,00:00-08:00,35,105
SC40,5,05:00-13:00,66,97
SC40,5,08:00-16:00,65,30
SC40,5,12:00-20:00,36,105
SC40,5,14:00-22:00,48,38
SC40,5,16:00-24:00,9,38
SC40,6,00:00-08:00,62,57
SC40,6,05:00-13:00,84,41
SC40,6,08:00-16:00,37,8
SC40,6,12:00-20:00,40,50
SC40,6,14:00-22:00,61,79
SC40,6,16:00-24:00,38,62
SC40,7,00:00-08:00,94,86
SC40,7,05:00-13:00,33,60
SC40,7,08:00-16:00,70,63
SC40,7,12:00-20:00,57,61
SC40,7,14:00-22:00,98,116
SC40,7,16:00-24:00,108,87
SC40,8,00:00-08:00,98,89
SC40,8,05:00-13:00,86,57
SC40,8,08:00-16:00,34,35
SC40,8,12:00-20:00,46,42
SC40,8,14:00-22:00,41,44
SC40,8,16:00-24:00,43,92
SC40,9,00:00-08:00,82,7
SC40,9,05:00-13:00,17,90
SC40,9,08:00-16:00,83,95
SC40,9,12:00-20:00,18,75
SC40,9,14:00-22:00,40,58
SC40,9,16:00-24:00,64,28
SC40,10,00:00-08:00,26,72
SC40,10,05:00-13:00,104,12
SC40,10,08:00-16:00,77,85
SC40,10,12:00-20:00,91,22
SC40,10,14:00-22:00,36,68
SC40,10,16:00-24:00,36,93
SC40,11,00:00-08:00,31,56
SC40,11,05:00-13:00,76,91
SC40,11,08:00-16:00,76,20
SC40,11,12:00-20:00,52,51
SC40,11,14:00-22:00,37,54
SC40,11,16:00-24:00,71,60
SC40,12,00:00-08:00,20,58
SC40,12,05:00-13:00,93,66
SC40,12,08:00-16:00,72,96
SC40,12,12:00-20:00,12,96
SC40,12,14:00-22:00,52,47
SC40,12,16:00-24:00,67,74
SC40,13,00:00-08:00,86,68
SC40,13,05:00-13:00,96,72
SC40,13,08:00-16:00,95,74
SC40,13,12:00-20:00,50,63
SC40,13,14:00-22:00,26,26
SC40,13,16:00-24:00,32,82
SC40,14,00:00-08:00,105,71
SC40,14,05:00-13:00,36,41
SC40,14,08:00-16:00,53,51
SC40,14,12:00-20:00,112,68
SC40,14,14:00-22:00,97,55
SC40,14,16:00-24:00,50,60
SC40,15,00:00-08:00,62,96
SC40,15,05:00-13:00,37,52
SC40,15,08:00-16:00,78,39
SC40,15,12:00-20:00,33,52
SC40,15,14:00-22:00,58,84
SC40,15,16:00-24:00,26,65
SC40,16,00:00-08:00,75,74
SC40,16,05:00-13:00,71,59
SC40,16,08:00-16:00,36,55
SC40,16,12:00-20:00,92,68
SC40,16,14:00-22:00,86,38
SC40,16,16:00-24:00,84,83
SC40,17,00:00-08:00,77,72
SC40,17,05:00-13:00,43,65
SC40,17,08:00-16:00,75,85
SC40,17,12:00-20:00,79,15
SC40,17,14:00-22:00,20,64
SC40,17,16:00-24:00,26,40
SC40,18,00:00-08:00,44,32
SC40,18,05:00-13:00,61,94
SC40,18,08:00-16:00,93,50
SC40,18,12:00-20:00,48,89
SC40,18,14:00-22:00,91,22
SC40,18,16:00-24:00,77,95
SC40,19,00:00-08:00,43,58
SC40,19,05:00-13:00,108,62
SC40,19,08:00-16:00,67,92
SC40,19,12:00-20:00,108,75
SC40,19,14:00-22:00,85,4
SC40,19,16:00-24:00,62,58
SC40,20,00:00-08:00,64,25
SC40,20,05:00-13:00,22,93
SC40,20,08:00-16:00,19,110
SC40,20,12:00-20:00,73,84
SC40,20,14:00-22:00,33,28
SC40,20,16:00-24:00,17,88
SC40,21,00:00-08:00,67,44
SC40,21,05:00-13:00,41,60
SC40,21,08:00-16:00,29,22
SC40,21,12:00-20:00,59,87
SC40,21,14:00-22:00,15,89
SC40,21,16:00-24:00,76,69
SC40,22,00:00-08:00,48,40
SC40,22,05:00-13:00,31,32
SC40,22,08:00-16:00,45,91
SC40,22,12:00-20:00,16,100
SC40,22,14:00-22:00,51,57
SC40,22,16:00-24:00,73,55
SC40,23,00:00-08:00,58,91
SC40,23,05:00-13:00,102,66
SC40,23,08:00-16:00,47,37
SC40,23,12:00-20:00,22,41
SC40,23,14:00-22:00,75,95
SC40,23,16:00-24:00,3,91
SC40,24,00:00-08:00,31,27
SC40,24,05:00-13:00,54,40
SC40,24,08:00-16:00,80,112
SC40,24,12:00-20:00,69,42
SC40,24,14:00-22:00,55,68
SC40,24,16:00-24:00,38,39
SC40,25,00:00-08:00,38,66
SC40,25,05:00-13:00,50,54
SC40,25,08:00-16:00,68,31
SC40,25,12:00-20:00,49,19
SC40,25,14:00-22:00,24,52
SC40,25,16:00-24:00,65,108
SC40,26,00:00-08:00,64,87
SC40,26,05:00-13:00,31,50
SC40,26,08:00-16:00,88,68
SC40,26,12:00-20:00,90,67
SC40,26,14:00-22:00,71,68
SC40,26,16:00-24:00,91,20
SC40,27,00:00-08:00,62,65
SC40,27,05:00-13:00,95,104
SC40,27,08:00-16:00,68,68
SC40,27,12:00-20:00,51,52
SC40,27,14:00-22:00,40,45
SC40,27,16:00-24:00,82,73
SC40,28,00:00-08:00,52,38
SC40,28,05:00-13:00,29,106
SC40,28,08:00-16:00,67,77
SC40,28,12:00-20:00,100,54
SC40,28,14:00-22:00,84,41
SC40,28,16:00-24:00,30,86
SC40,29,00:00-08:00,74,78
SC40,29,05:00-13:00,3,42
SC40,29,08:00-16:00,62,95
SC40,29,12:00-20:00,28,71
SC40,29,14:00-22:00,69,69
SC40,29,16:00-24:00,23,57
SC40,30,00:00-08:00,25,57
SC40,30,05:00-13:00,74,76
SC40,30,08:00-16:00,103,37
SC40,30,12:00-20:00,59,100
SC40,30,14:00-22:00,47,84
SC40,30,16:00-24:00,54,54
SC41,1,00:00-08:00,9,83
SC41,1,05:00-13:00,82,31
SC41,1,08:00-16:00,74,65
SC41,1,12:00-20:00,69,89
SC41,1,14:00-22:00,26,67
SC41,1,16:00-24:00,48,55
SC41,2,00:00-08:00,60,72
SC41,2,05:00-13:00,29,59
SC41,2,08:00-16:00,56,34
SC41,2,12:00-20:00,42,35
SC41,2,14:00-22:00,62,77
SC41,2,16:00-24:00,57,63
SC41,3,00:00-08:00,77,89
SC41,3,05:00-13:00,32,72
SC41,3,08:00-16:00,32,109
SC41,3,12:00-20:00,77,85
SC41,3,14:00-22:00,109,96
SC41,3,16:00-24:00,23,38
SC41,4,00:00-08:00,62,115
SC41,4,05:00-13:00,28,76
SC41,4,08:00-16:00,107,61
SC41,4,12:00-20:00,45,60
SC41,4,14:00-22:00,78,62
SC41,4,16:00-24:00,57,56
SC41,5,00:00-08:00,35,105
SC41,5,05:00-13:00,66,97
SC41,5,08:00-16:00,65,30
SC41,5,12:00-20:00,36,105
SC41,5,14:00-22:00,48,38
SC41,5,16:00-24:00,9,38
SC41,6,00:00-08:00,62,57
SC41,6,05:00-13:00,84,41
SC41,6,08:00-16:00,37,8
SC41,6,12:00-20:00,40,50
SC41,6,14:00-22:00,61,79
SC41,6,16:00-24:00,38,62
SC41,7,00:00-08:00,94,86
SC41,7,05:00-13:00,33,60
SC41,7,08:00-16:00,70,63
SC41,7,12:00-20:00,57,61
SC41,7,14:00-22:00,98,116
SC41,7,16:00-24:00,108,87
SC41,8,00:00-08:00,98,89
SC41,8,05:00-13:00,86,57
SC41,8,08:00-16:00,34,35
SC41,8,12:00-20:00,46,42
SC41,8,14:00-22:00,41,44
SC41,8,16:00-24:00,43,92
SC41,9,00:00-08:00,82,7
SC41,9,05:00-13:00,17,90
SC41,9,08:00-16:00,83,95
SC41,9,12:00-20:00,18,75
SC41,9,14:00-22:00,40,58
SC41,9,16:00-24:00,64,28
SC41,10,00:00-08:00,26,72
SC41,10,05:00-13:00,104,12
SC41,10,08:00-16:00,77,85
SC41,10,12:00-20:00,91,22
SC41,10,14:00-22:00,36,68
SC41,10,16:00-24:00,36,93
SC41,11,00:00-08:00,31,56
SC41,11,05:00-13:00,76,91
SC41,11,08:00-16:00,76,20
SC41,11,12:00-20:00,52,51
SC41,11,14:00-22:00,37,54
SC41,11,16:00-24:00,71,60
SC41,12,00:00-08:00,20,58
SC41,12,05:00-13:00,93,66
SC41,12,08:00-16:00,72,96
SC41,12,12:00-20:00,12,96
SC41,12,14:00-22:00,52,47
SC41,12,16:00-24:00,67,74
SC41,13,00:00-08:00,86,68
SC41,13,05:00-13:00,96,72
SC41,13,08:00-16:00,95,74
SC41,13,12:00-20:00,50,63
SC41,13,14:00-22:00,26,26
SC41,13,16:00-24:00,32,82
SC41,14,00:00-08:00,105,71
SC41,14,05:00-13:00,36,41
SC41,14,08:00-16:00,53,51
SC41,14,12:00-20:00,112,68
SC41,14,14:00-22:00,97,55
SC41,14,16:00-24:00,50,60
SC41,15,00:00-08:00,62,96
SC41,15,05:00-13:00,37,52
SC41,15,08:00-16:00,78,39
SC41,15,12:00-20:00,33,52
SC41,15,14:00-22:00,58,84
SC41,15,16:00-24:00,26,65
SC41,16,00:00-08:00,75,74
SC41,16,05:00-13:00,71,59
SC41,16,08:00-16:00,36,55
SC41,16,12:00-20:00,92,68
SC41,16,14:00-22:00,86,38
SC41,16,16:00-24:00,84,83
SC41,17,00:00-08:00,77,72
SC41,17,05:00-13:00,43,65
SC41,17,08:00-16:00,75,85
SC41,17,12:00-20:00,79,15
SC41,17,14:00-22:00,20,64
SC41,17,16:00-24:00,26,40
SC41,18,00:00-08:00,44,32
SC41,18,05:00-13:00,61,94
SC41,18,08:00-16:00,93,50
SC41,18,12:00-20:00,48,89
SC41,18,14:00-22:00,91,22
SC41,18,16:00-24:00,77,95
SC41,19,00:00-08:00,43,58
SC41,19,05:00-13:00,108,62
SC41,19,08:00-16:00,67,92
SC41,19,12:00-20:00,108,75
SC41,19,14:00-22:00,85,4
SC41,19,16:00-24:00,62,58
SC41,20,00:00-08:00,64,25
SC41,20,05:00-13:00,22,93
SC41,20,08:00-16:00,19,110
SC41,20,12:00-20:00,73,84
SC41,20,14:00-22:00,33,28
SC41,20,16:00-24:00,17,88
SC41,21,00:00-08:00,67,44
SC41,21,05:00-13:00,41,60
SC41,21,08:00-16:00,29,22
SC41,21,12:00-20:00,59,87
SC41,21,14:00-22:00,15,89
SC41,21,16:00-24:00,76,69
SC41,22,00:00-08:00,48,40
SC41,22,05:00-13:00,31,32
SC41,22,08:00-16:00,45,91
SC41,22,12:00-20:00,16,100
SC41,22,14:00-22:00,51,57
SC41,22,16:00-24:00,73,55
SC41,23,00:00-08:00,58,91
SC41,23,05:00-13:00,102,66
SC41,23,08:00-16:00,47,37
SC41,23,12:00-20:00,22,41
SC41,23,14:00-22:00,75,95
SC41,23,16:00-24:00,3,91
SC41,24,00:00-08:00,31,27
SC41,24,05:00-13:00,54,40
SC41,24,08:00-16:00,80,112
SC41,24,12:00-20:00,69,42
SC41,24,14:00-22:00,55,68
SC41,24,16:00-24:00,38,39
SC41,25,00:00-08:00,38,66
SC41,25,05:00-13:00,50,54
SC41,25,08:00-16:00,68,31
SC41,25,12:00-20:00,49,19
SC41,25,14:00-22:00,24,52
SC41,25,16:00-24:00,65,108
SC41,26,00:00-08:00,64,87
SC41,26,05:00-13:00,31,50
SC41,26,08:00-16:00,88,68
SC41,26,12:00-20:00,90,67
SC41,26,14:00-22:00,71,68
SC41,26,16:00-24:00,91,20
SC41,27,00:00-08:00,62,65
SC41,27,05:00-13:00,95,104
SC41,27,08:00-16:00,68,68
SC41,27,12:00-20:00,51,52
SC41,27,14:00-22:00,40,45
SC41,27,16:00-24:00,82,73
SC41,28,00:00-08:00,52,38
SC41,28,05:00-13:00,29,106
SC41,28,08:00-16:00,67,77
SC41,28,12:00-20:00,100,54
SC41,28,14:00-22:00,84,41
SC41,28,16:00-24:00,30,86
SC41,29,00:00-08:00,74,78
SC41,29,05:00-13:00,3,42
SC41,29,08:00-16:00,62,95
SC41,29,12:00-20:00,28,71
SC41,29,14:00-22:00,69,69
SC41,29,16:00-24:00,23,57
SC41,30,00:00-08:00,25,57
SC41,30,05:00-13:00,74,76
SC41,30,08:00-16:00,103,37
SC41,30,12:00-20:00,59,100
SC41,30,14:00-22:00,47,84
SC41,30,16:00-24:00,54,54
SC43,1,00:00-08:00,9,83
SC43,1,05:00-13:00,82,31
SC43,1,08:00-16:00,74,65
SC43,1,12:00-20:00,69,89
SC43,1,14:00-22:00,26,67
SC43,1,16:00-24:00,48,55
SC43,2,00:00-08:00,60,72
SC43,2,05:00-13:00,29,59
SC43,2,08:00-16:00,56,34
SC43,2,12:00-20:00,42,35
SC43,2,14:00-22:00,62,77
SC43,2,16:00-24:00,57,63
SC43,3,00:00-08:00,77,89
SC43,3,05:00-13:00,32,72
SC43,3,08:00-16:00,32,109
SC43,3,12:00-20:00,77,85
SC43,3,14:00-22:00,109,96
SC43,3,16:00-24:00,23,38
SC43,4,00:00-08:00,62,115
SC43,4,05:00-13:00,28,76
SC43,4,08:00-16:00,107,61
SC43,4,12:00-20:00,45,60
SC43,4,14:00-22:00,78,62
SC43,4,16:00-24:00,57,56
SC43,5,00:00-08:00,35,105
SC43,5,05:00-13:00,66,97
SC43,5,08:00-16:00,65,30
SC43,5,12:00-20:00,36,105
SC43,5,14:00-22:00,48,38
SC43,5,16:00-24:00,9,38
SC43,6,00:00-08:00,62,57
SC43,6,05:00-13:00,84,41
SC43,6,08:00-16:00,37,8
SC43,6,12:00-20:00,40,50
