分拣中心,日期,小时,货量
SC40,2023-12-9,0,7.254908368
SC40,2023-12-9,1,5.260531167
SC40,2023-12-9,2,0.202328122
SC40,2023-12-9,3,0
SC40,2023-12-9,4,0
SC40,2023-12-9,5,0
SC40,2023-12-9,6,0
SC40,2023-12-9,7,0.953832574
SC40,2023-12-9,8,7.34162042
SC40,2023-12-9,9,6.387787846
SC40,2023-12-9,10,4.740258854
SC40,2023-12-9,11,2.630265584
SC40,2023-12-9,12,0.086712052
SC40,2023-12-9,13,7.254908368
SC40,2023-12-9,14,10.66558242
SC40,2023-12-9,15,7.110388281
SC40,2023-12-9,16,7.659564612
SC40,2023-12-9,17,2.10999327
SC40,2023-12-9,18,0.462464278
SC40,2023-12-9,19,11.27256679
SC40,2023-12-9,20,5.636283394
SC40,2023-12-9,21,7.081484264
SC40,2023-12-9,22,7.023676229
SC40,2023-12-9,23,7.948604786
SC40,2023-12-10,0,4.939911103
SC40,2023-12-10,1,4.159925139
SC40,2023-12-10,2,0
SC40,2023-12-10,3,0
SC40,2023-12-10,4,0
SC40,2023-12-10,5,0
SC40,2023-12-10,6,0.410470016
SC40,2023-12-10,7,3.364870379
SC40,2023-12-10,8,6.124334233
SC40,2023-12-10,9,7.222092256
SC40,2023-12-10,10,4.708804151
SC40,2023-12-10,11,2.888836902
SC40,2023-12-10,12,0
SC40,2023-12-10,13,6.384329554
SC40,2023-12-10,14,7.337645732
SC40,2023-12-10,15,6.702101614
SC40,2023-12-10,16,6.297664447
SC40,2023-12-10,17,5.546566853
SC40,2023-12-10,18,7.337645732
SC40,2023-12-10,19,7.279868994
SC40,2023-12-10,20,20.74184896
SC40,2023-12-10,21,28.88836902
SC40,2023-12-10,22,20.10630484
SC40,2023-12-10,23,12.3064452
SC40,2023-12-11,0,17.98800342
SC40,2023-12-11,1,13.59927706
SC40,2023-12-11,2,15.64927424
SC40,2023-12-11,3,20.1246202
SC40,2023-12-11,4,12.90632027
SC40,2023-12-11,5,14.26336066
SC40,2023-12-11,6,11.72251908
SC40,2023-12-11,7,10.91406949
SC40,2023-12-11,8,11.34716749
SC40,2023-12-11,9,10.3077323
SC40,2023-12-11,10,10.88519629
SC40,2023-12-11,11,12.01125108
SC40,2023-12-11,12,5.197175948
SC40,2023-12-11,13,16.28448464
SC40,2023-12-11,14,14.69645865
SC40,2023-12-11,15,17.26617343
SC40,2023-12-11,16,15.90913304
SC40,2023-12-11,17,8.633086714
SC40,2023-12-11,18,17.00631463
SC40,2023-12-11,19,14.81195145
SC40,2023-12-11,20,13.94575546
SC40,2023-12-11,21,17.09293423
SC40,2023-12-11,22,10.0478735
SC40,2023-12-11,23,4.792951152
SC40,2023-12-12,0,10.90842545
SC40,2023-12-12,1,11.1392916
SC40,2023-12-12,2,11.2258664
SC40,2023-12-12,3,10.41783489
SC40,2023-12-12,4,0.865748052
SC40,2023-12-12,5,0
SC40,2023-12-12,6,0
SC40,2023-12-12,7,1.644921298
SC40,2023-12-12,8,10.38897662
SC40,2023-12-12,9,11.16814986
SC40,2023-12-12,10,10.70641757
SC40,2023-12-12,11,8.484330905
SC40,2023-12-12,12,0.115433074
SC40,2023-12-12,13,13.36137826
SC40,2023-12-12,14,13.88082709
SC40,2023-12-12,15,14.28484285
SC40,2023-12-12,16,12.38019714
SC40,2023-12-12,17,5.079055236
SC40,2023-12-12,18,4.444173331
SC40,2023-12-12,19,13.36137826
SC40,2023-12-12,20,8.657480515
SC40,2023-12-12,21,8.426614368
SC40,2023-12-12,22,6.839409607
SC40,2023-12-12,23,6.810551339
SC40,2023-12-13,0,6.778212445
SC40,2023-12-13,1,15.34471924
SC40,2023-12-13,2,3.749649438
SC40,2023-12-13,3,0
SC40,2023-12-13,4,0
SC40,2023-12-13,5,0
SC40,2023-12-13,6,0
SC40,2023-12-13,7,0
SC40,2023-12-13,8,2.942032636
SC40,2023-12-13,9,5.364883042
SC40,2023-12-13,10,3.605432152
SC40,2023-12-13,11,3.605432152
SC40,2023-12-13,12,0.173060743
SC40,2023-12-13,13,4.730326983
SC40,2023-12-13,14,7.55698579
SC40,2023-12-13,15,5.018761555
SC40,2023-12-13,16,4.845700812
SC40,2023-12-13,17,2.019042005
SC40,2023-12-13,18,3.605432152
SC40,2023-12-13,19,6.835899359
SC40,2023-12-13,20,4.701483526
SC40,2023-12-13,21,6.028282557
SC40,2023-12-13,22,5.134135384
SC40,2023-12-13,23,5.739847985
SC40,2023-12-14,0,4.122505329
SC40,2023-12-14,1,1.672065099
SC40,2023-12-14,2,0
SC40,2023-12-14,3,0
SC40,2023-12-14,4,0
SC40,2023-12-14,5,0
SC40,2023-12-14,6,0
SC40,2023-12-14,7,0.028828709
SC40,2023-12-14,8,2.594583774
SC40,2023-12-14,9,3.315301489
SC40,2023-12-14,10,4.324306289
SC40,2023-12-14,11,5.189167547
SC40,2023-12-14,12,0.115314834
SC40,2023-12-14,13,5.679255593
SC40,2023-12-14,14,9.830589631
SC40,2023-12-14,15,7.697265195
SC40,2023-12-14,16,7.207177149
SC40,2023-12-14,17,1.902694767
SC40,2023-12-14,18,3.228815363
SC40,2023-12-14,19,6.544116851
SC40,2023-12-14,20,3.805389535
SC40,2023-12-14,21,5.362139799
SC40,2023-12-14,22,4.958537878
SC40,2023-12-14,23,4.987366587
SC40,2023-12-15,0,4.062773207
SC40,2023-12-15,1,0.662721871
SC40,2023-12-15,2,0
SC40,2023-12-15,3,0
SC40,2023-12-15,4,0
SC40,2023-12-15,5,0
SC40,2023-12-15,6,0
SC40,2023-12-15,7,0.950861814
SC40,2023-12-15,8,5.301774965
SC40,2023-12-15,9,4.005145218
SC40,2023-12-15,10,3.198353376
SC40,2023-12-15,11,1.988165612
SC40,2023-12-15,12,0
SC40,2023-12-15,13,5.964496836
SC40,2023-12-15,14,8.500128341
SC40,2023-12-15,15,5.445844937
SC40,2023-12-15,16,4.235657173
SC40,2023-12-15,17,2.189863572
SC40,2023-12-15,18,3.630563291
SC40,2023-12-15,19,6.339078762
SC40,2023-12-15,20,4.466169128
SC40,2023-12-15,21,5.07126301
SC40,2023-12-15,22,5.272960971
SC40,2023-12-15,23,5.157704993
SC40,2023-12-16,0,3.25432099
SC40,2023-12-16,1,0.259193707
SC40,2023-12-16,2,0
SC40,2023-12-16,3,0
SC40,2023-12-16,4,0
SC40,2023-12-16,5,0
SC40,2023-12-16,6,0
SC40,2023-12-16,7,1.123172731
SC40,2023-12-16,8,4.463891623
SC40,2023-12-16,9,4.233497217
SC40,2023-12-16,10,3.427116795
SC40,2023-12-16,11,1.929553153
SC40,2023-12-16,12,3.274288762
SC40,2023-12-16,13,6.307046874
SC40,2023-12-16,14,7.891008418
SC40,2023-12-16,15,5.961455265
SC40,2023-12-16,16,4.867081834
SC40,2023-12-16,17,1.612760845
SC40,2023-12-16,18,2.591937072
SC40,2023-12-16,19,7.343821703
SC40,2023-12-16,20,5.587064354
SC40,2023-12-16,21,4.953479737
SC40,2023-12-16,22,5.212673444
SC40,2023-12-16,23,5.500666452
SC40,2023-12-17,0,3.828354609
SC40,2023-12-17,1,1.151384845
SC40,2023-12-17,2,0
SC40,2023-12-17,3,0
SC40,2023-12-17,4,0
SC40,2023-12-17,5,0
SC40,2023-12-17,6,0
SC40,2023-12-17,7,0.805969391
SC40,2023-12-17,8,4.404047032
SC40,2023-12-17,9,4.749462485
SC40,2023-12-17,10,3.454154535
SC40,2023-12-17,11,2.763323628
SC40,2023-12-17,12,0.057569242
SC40,2023-12-17,13,6.361401268
SC40,2023-12-17,14,6.821955206
SC40,2023-12-17,15,5.670570361
SC40,2023-12-17,16,3.252662187
SC40,2023-12-17,17,2.158846584
SC40,2023-12-17,18,3.569293019
SC40,2023-12-17,19,5.670570361
SC40,2023-12-17,20,3.85713923
SC40,2023-12-17,21,4.835816348
SC40,2023-12-17,22,5.094877939
SC40,2023-12-17,23,5.497862634
SC40,2023-12-18,0,4.373032714
SC40,2023-12-18,1,3.912713481
SC40,2023-12-18,2,2.819368228
SC40,2023-12-18,3,1.065811723
SC40,2023-12-18,4,0
SC40,2023-12-18,5,0
SC40,2023-12-18,6,0
SC40,2023-12-18,7,0.661708897
SC40,2023-12-18,8,3.912713481
SC40,2023-12-18,9,3.941483433
SC40,2023-12-18,10,4.545652426
SC40,2023-12-18,11,2.79068535
SC40,2023-12-18,12,0.057539904
SC40,2023-12-18,13,4.574422378
SC40,2023-12-18,14,7.566497393
SC40,2023-12-18,15,5.696450509
SC40,2023-12-18,16,3.826403625
SC40,2023-12-18,17,1.95635674
SC40,2023-12-18,18,3.107154823
SC40,2023-12-18,19,5.264901228
SC40,2023-12-18,20,3.452394248
SC40,2023-12-18,21,4.200413001
SC40,2023-12-18,22,5.236131276
SC40,2023-12-18,23,5.351211084
SC40,2023-12-19,0,4.227027928
SC40,2023-12-19,1,2.156646902
SC40,2023-12-19,2,0
SC40,2023-12-19,3,0
SC40,2023-12-19,4,0
SC40,2023-12-19,5,0
SC40,2023-12-19,6,0
SC40,2023-12-19,7,0.776392885
SC40,2023-12-19,8,4.227027928
SC40,2023-12-19,9,4.054496176
SC40,2023-12-19,10,3.421879751
SC40,2023-12-19,11,2.818018619
SC40,2023-12-19,12,0.028755292
SC40,2023-12-19,13,4.744623184
SC40,2023-12-19,14,7.361354759
SC40,2023-12-19,15,4.715867892
SC40,2023-12-19,16,3.680677379
SC40,2023-12-19,17,2.55922099
SC40,2023-12-19,18,4.485825556
SC40,2023-12-19,19,5.377239609
SC40,2023-12-19,20,4.485825556
SC40,2023-12-19,21,4.658357308
SC40,2023-12-19,22,5.693547821
SC40,2023-12-19,23,5.290973733
SC40,2023-12-20,0,4.799686913
SC40,2023-12-20,1,2.213029295
SC40,2023-12-20,2,0
SC40,2023-12-20,3,0
SC40,2023-12-20,4,0
SC40,2023-12-20,5,0
SC40,2023-12-20,6,0
SC40,2023-12-20,7,0.603553444
SC40,2023-12-20,8,3.966208348
SC40,2023-12-20,9,4.167392829
SC40,2023-12-20,10,4.36857731
SC40,2023-12-20,11,3.448876824
SC40,2023-12-20,12,0.02874064
SC40,2023-12-20,13,4.684724353
SC40,2023-12-20,14,8.162341817
SC40,2023-12-20,15,5.431980998
SC40,2023-12-20,16,4.828427554
SC40,2023-12-20,17,2.87406402
SC40,2023-12-20,18,4.512280511
SC40,2023-12-20,19,5.460721638
SC40,2023-12-20,20,5.000871395
SC40,2023-12-20,21,5.345759077
SC40,2023-12-20,22,6.006793802
SC40,2023-12-20,23,6.035534442
SC40,2023-12-21,0,4.452529412
SC40,2023-12-21,1,1.551203795
SC40,2023-12-21,2,0
SC40,2023-12-21,3,0
SC40,2023-12-21,4,0
SC40,2023-12-21,5,0
SC40,2023-12-21,6,0
SC40,2023-12-21,7,0.746875901
SC40,2023-12-21,8,5.314309299
SC40,2023-12-21,9,5.22813131
SC40,2023-12-21,10,3.849283492
SC40,2023-12-21,11,2.843873625
SC40,2023-12-21,12,0
SC40,2023-12-21,13,5.917555219
SC40,2023-12-21,14,7.554937003
SC40,2023-12-21,15,4.940871348
SC40,2023-12-21,16,4.912145352
SC40,2023-12-21,17,3.676927515
SC40,2023-12-21,18,4.62488539
SC40,2023-12-21,19,3.590749526
SC40,2023-12-21,20,5.199405314
SC40,2023-12-21,21,4.739789374
SC40,2023-12-21,22,7.066595067
SC40,2023-12-21,23,6.89423909
SC40,2023-12-22,0,4.163147179
SC40,2023-12-22,1,2.239486069
SC40,2023-12-22,2,0.372750845
SC40,2023-12-22,3,0
SC40,2023-12-22,4,0
SC40,2023-12-22,5,0
SC40,2023-12-22,6,0
SC40,2023-12-22,7,0.918763515
SC40,2023-12-22,8,4.679951657
SC40,2023-12-22,9,4.249281259
SC40,2023-12-22,10,3.588919982
SC40,2023-12-22,11,3.617631342
SC40,2023-12-22,12,0.258402239
SC40,2023-12-22,13,5.656137892
SC40,2023-12-22,14,6.373921888
SC40,2023-12-22,15,5.512581092
SC40,2023-12-22,16,4.651240297
SC40,2023-12-22,17,2.497888308
SC40,2023-12-22,18,3.014692785
SC40,2023-12-22,19,6.00067421
SC40,2023-12-22,20,4.938353895
SC40,2023-12-22,21,5.254178854
SC40,2023-12-22,22,7.177839964
SC40,2023-12-22,23,5.713560611
SC40,2023-12-23,0,4.993231202
SC40,2023-12-23,1,2.324435215
SC40,2023-12-23,2,0
SC40,2023-12-23,3,0
SC40,2023-12-23,4,0
SC40,2023-12-23,5,0
SC40,2023-12-23,6,0
SC40,2023-12-23,7,0.8322052
SC40,2023-12-23,8,4.39059985
SC40,2023-12-23,9,4.046239078
SC40,2023-12-23,10,4.562780237
SC40,2023-12-23,11,4.017542347
SC40,2023-12-23,12,0.373057504
SC40,2023-12-23,13,5.538469092
SC40,2023-12-23,14,6.772428528
SC40,2023-12-23,15,4.64887043
SC40,2023-12-23,16,5.624559286
SC40,2023-12-23,17,4.218419464
SC40,2023-12-23,18,4.074935809
SC40,2023-12-23,19,4.534083506
SC40,2023-12-23,20,3.787968498
SC40,2023-12-23,21,7.805510845
SC40,2023-12-23,22,4.907141009
SC40,2023-12-23,23,6.083706982
SC40,2023-12-24,0,5.191461863
SC40,2023-12-24,1,2.15115823
SC40,2023-12-24,2,0
SC40,2023-12-24,3,0
SC40,2023-12-24,4,0
SC40,2023-12-24,5,0
SC40,2023-12-24,6,0
SC40,2023-12-24,7,1.11860228
SC40,2023-12-24,8,4.646501778
SC40,2023-12-24,9,4.044177473
SC40,2023-12-24,10,3.814720595
SC40,2023-12-24,11,3.384488949
SC40,2023-12-24,12,0.172092658
SC40,2023-12-24,13,5.392236631
SC40,2023-12-24,14,6.969752666
SC40,2023-12-24,15,5.220143972
SC40,2023-12-24,16,4.445727009
SC40,2023-12-24,17,3.26976051
SC40,2023-12-24,18,3.872084815
SC40,2023-12-24,19,4.675183887
SC40,2023-12-24,20,4.503091229
SC40,2023-12-24,21,4.761230217
SC40,2023-12-24,22,6.424792581
SC40,2023-12-24,23,6.137971484
SC40,2023-12-25,0,4.443461864
SC40,2023-12-25,1,2.264732176
SC40,2023-12-25,2,0
SC40,2023-12-25,3,0
SC40,2023-12-25,4,0
SC40,2023-12-25,5,0
SC40,2023-12-25,6,0
SC40,2023-12-25,7,0.745354893
SC40,2023-12-25,8,4.615466839
SC40,2023-12-25,9,3.698106971
SC40,2023-12-25,10,4.128119409
SC40,2023-12-25,11,3.870111946
SC40,2023-12-25,12,0.286674959
SC40,2023-12-25,13,4.529464352
SC40,2023-12-25,14,7.625553909
SC40,2023-12-25,15,6.134844122
SC40,2023-12-25,16,4.013449426
SC40,2023-12-25,17,3.010087069
SC40,2023-12-25,18,4.128119409
SC40,2023-12-25,19,4.070784417
SC40,2023-12-25,20,4.701469327
SC40,2023-12-25,21,5.045479278
SC40,2023-12-25,22,5.704831684
SC40,2023-12-25,23,5.418156725
SC40,2023-12-26,0,4.068710311
SC40,2023-12-26,1,1.289380028
SC40,2023-12-26,2,0
SC40,2023-12-26,3,0
SC40,2023-12-26,4,0
SC40,2023-12-26,5,0
SC40,2023-12-26,6,0
SC40,2023-12-26,7,0.916892465
SC40,2023-12-26,8,4.613115212
SC40,2023-12-26,9,4.326586317
SC40,2023-12-26,10,4.297933427
SC40,2023-12-26,11,2.578760056
SC40,2023-12-26,12,0.085958669
SC40,2023-12-26,13,4.72772677
SC40,2023-12-26,14,6.446900141
SC40,2023-12-26,15,4.870991218
SC40,2023-12-26,16,4.870991218
SC40,2023-12-26,17,3.839487195
SC40,2023-12-26,18,3.237776515
SC40,2023-12-26,19,4.297933427
SC40,2023-12-26,20,4.75637966
SC40,2023-12-26,21,5.014255665
SC40,2023-12-26,22,5.358090339
SC40,2023-12-26,23,5.730577903
SC40,2023-12-27,0,4.009360681
SC40,2023-12-27,1,3.722977775
SC40,2023-12-27,2,0
SC40,2023-12-27,3,0
SC40,2023-12-27,4,0
SC40,2023-12-27,5,0
SC40,2023-12-27,6,0
SC40,2023-12-27,7,0.887787008
SC40,2023-12-27,8,4.152552134
SC40,2023-12-27,9,4.753956236
SC40,2023-12-27,10,4.95442427
SC40,2023-12-27,11,3.379318288
SC40,2023-12-27,12,0.286382906
SC40,2023-12-27,13,5.383998628
SC40,2023-12-27,14,6.47225367
SC40,2023-12-27,15,5.870849568
SC40,2023-12-27,16,4.95442427
SC40,2023-12-27,17,3.522509741
SC40,2023-12-27,18,4.353020168
SC40,2023-12-27,19,4.410296749
SC40,2023-12-27,20,4.152552134
SC40,2023-12-27,21,7.188210935
SC40,2023-12-27,22,5.527190081
SC40,2023-12-27,23,5.784934696
SC40,2023-12-28,0,4.722910349
SC40,2023-12-28,1,2.404390723
SC40,2023-12-28,2,0
SC40,2023-12-28,3,0
SC40,2023-12-28,4,0
SC40,2023-12-28,5,0
SC40,2023-12-28,6,0
SC40,2023-12-28,7,0.973205769
SC40,2023-12-28,8,5.581621322
SC40,2023-12-28,9,4.894652544
SC40,2023-12-28,10,4.150436368
SC40,2023-12-28,11,2.948241006
SC40,2023-12-28,12,0.085871097
SC40,2023-12-28,13,5.152265836
SC40,2023-12-28,14,6.440332294
SC40,2023-12-28,15,5.266760632
SC40,2023-12-28,16,5.63886872
SC40,2023-12-28,17,3.721080881
SC40,2023-12-28,18,4.121812668
SC40,2023-12-28,19,4.493920757
SC40,2023-12-28,20,3.892823076
SC40,2023-12-28,21,5.266760632
SC40,2023-12-28,22,6.726569285
SC40,2023-12-28,23,7.098677373
SC40,2023-12-29,0,4.234149023
SC40,2023-12-29,1,2.174292741
SC40,2023-12-29,2,0.308183389
SC40,2023-12-29,3,0
SC40,2023-12-29,4,0
SC40,2023-12-29,5,0
SC40,2023-12-29,6,0
SC40,2023-12-29,7,0.68661876
SC40,2023-12-29,8,4.491631058
SC40,2023-12-29,9,5.035204243
SC40,2023-12-29,10,4.319976368
SC40,2023-12-29,11,3.061175307
SC40,2023-12-29,12,0.143045575
SC40,2023-12-29,13,5.349904509
SC40,2023-12-29,14,7.037842295
SC40,2023-12-29,15,6.379832649
SC40,2023-12-29,16,4.977986013
SC40,2023-12-29,17,3.604748492
SC40,2023-12-29,18,3.976666988
SC40,2023-12-29,19,4.520240173
SC40,2023-12-29,20,3.805012298
SC40,2023-12-29,21,4.892158668
SC40,2023-12-29,22,5.292686279
SC40,2023-12-29,23,8.239425125
SC40,2023-12-30,0,4.889666065
SC40,2023-12-30,1,3.602911837
SC40,2023-12-30,2,0.057189077
SC40,2023-12-30,3,0
SC40,2023-12-30,4,0
SC40,2023-12-30,5,0
SC40,2023-12-30,6,0
SC40,2023-12-30,7,0.772052537
SC40,2023-12-30,8,4.346369836
SC40,2023-12-30,9,4.289180759
SC40,2023-12-30,10,4.718098835
SC40,2023-12-30,11,3.602911837
SC40,2023-12-30,12,0.285945384
SC40,2023-12-30,13,4.031829913
SC40,2023-12-30,14,7.062850983
SC40,2023-12-30,15,5.661718602
SC40,2023-12-30,16,6.605338369
SC40,2023-12-30,17,3.91745176
SC40,2023-12-30,18,7.577552674
SC40,2023-12-30,19,4.346369836
SC40,2023-12-30,20,6.119231216
SC40,2023-12-30,21,7.520363597
SC40,2023-12-30,22,5.947663986
SC40,2023-12-30,23,6.205014831
SC41,2023-12-1,0,225134742.2
SC41,2023-12-1,1,390799929.8
SC41,2023-12-1,2,327082549.9
SC41,2023-12-1,3,291684005.6
SC41,2023-12-1,4,206019528.2
SC41,2023-12-1,5,183364459.8
SC41,2023-12-1,6,197523877.6
SC41,2023-12-1,7,215931120.6
SC41,2023-12-1,8,259825315.6
SC41,2023-12-1,9,273276762.5
SC41,2023-12-1,10,182656488.9
SC41,2023-12-1,11,196107935.8
SC41,2023-12-1,12,82832593.81
SC41,2023-12-1,13,196107935.8
SC41,2023-12-1,14,186196343.4
SC41,2023-12-1,15,172036925.6
SC41,2023-12-1,16,181240547.1
SC41,2023-12-1,17,184780401.6
SC41,2023-12-1,18,161417362.3
SC41,2023-12-1,19,190444168.7
SC41,2023-12-1,20,150797799
SC41,2023-12-1,21,180532576.3
SC41,2023-12-1,22,180532576.3
SC41,2023-12-1,23,151505769.9
SC41,2023-12-2,0,45835528.11
SC41,2023-12-2,1,123939268
SC41,2023-12-2,2,105605056.8
SC41,2023-12-2,3,73336844.98
SC41,2023-12-2,4,60136212.88
SC41,2023-12-2,5,52435844.16
SC41,2023-12-2,6,62336318.23
SC41,2023-12-2,7,36301738.27
SC41,2023-12-2,8,35935054.04
SC41,2023-12-2,9,53535896.84
SC41,2023-12-2,10,60502897.11
SC41,2023-12-2,11,60136212.88
SC41,2023-12-2,12,26034579.97
SC41,2023-12-2,13,64903107.81
SC41,2023-12-2,14,56469370.64
SC41,2023-12-2,15,62336318.23
SC41,2023-12-2,16,57936107.53
SC41,2023-12-2,17,53169212.61
SC41,2023-12-2,18,53535896.84
SC41,2023-12-2,19,4400210.699
SC41,2023-12-2,20,0
SC41,2023-12-2,21,10862324.88
SC41,2023-12-2,22,21390117.29
SC41,2023-12-2,23,31726276.92
SC41,2023-12-3,0,74993296.92
SC41,2023-12-3,1,93524153.19
SC41,2023-12-3,2,112478166.3
SC41,2023-12-3,3,132110408.3
SC41,2023-12-3,4,152675951.1
SC41,2023-12-3,5,174429866.8
SC41,2023-12-3,6,197627227.3
SC41,2023-12-3,7,222523104.8
SC41,2023-12-3,8,249372571.2
SC41,2023-12-3,9,269662727.9
SC41,2023-12-3,10,265735600.8
SC41,2023-12-3,11,233664062.8
SC41,2023-12-3,12,75269936.18
SC41,2023-12-3,13,160357690.1
SC41,2023-12-3,14,161666732.5
SC41,2023-12-3,15,133522321.6
SC41,2023-12-3,16,109305037.8
SC41,2023-12-3,17,100141741.2
SC41,2023-12-3,18,49743610
SC41,2023-12-3,19,0
SC41,2023-12-3,20,0
SC41,2023-12-3,21,0
SC41,2023-12-3,22,0
SC41,2023-12-3,23,0
SC41,2023-12-4,0,0
SC41,2023-12-4,1,0
SC41,2023-12-4,2,0
SC41,2023-12-4,3,-569928.4261
SC41,2023-12-4,4,-2167691.631
SC41,2023-12-4,5,-3921963.518
SC41,2023-12-4,6,-5777928.549
SC41,2023-12-4,7,-7680771.185
SC41,2023-12-4,8,-9575675.888
SC41,2023-12-4,9,-10177919.65
SC41,2023-12-4,10,-7497934.893
SC41,2023-12-4,11,-7829168.965
SC41,2023-12-4,12,-3011218.833
SC41,2023-12-4,13,-7799056.777
SC41,2023-12-4,14,-6323559.549
SC41,2023-12-4,15,-4516828.249
SC41,2023-12-4,16,-6263335.172
SC41,2023-12-4,17,-3643574.787
SC41,2023-12-4,18,-963590.0264
SC41,2023-12-4,19,0
SC41,2023-12-4,20,0
SC41,2023-12-4,21,-380884.8293
SC41,2023-12-4,22,-1295629.741
SC41,2023-12-4,23,-2543016.246
SC41,2023-12-5,0,-20965220.71
SC41,2023-12-5,1,-29197141.76
SC41,2023-12-5,2,-37400997.28
SC41,2023-12-5,3,-44987776.77
SC41,2023-12-5,4,-51368469.74
SC41,2023-12-5,5,-55954065.68
SC41,2023-12-5,6,-58155554.1
SC41,2023-12-5,7,-57383924.51
SC41,2023-12-5,8,-53050166.39
SC41,2023-12-5,9,-44392127.36
SC41,2023-12-5,10,-40614073.97
SC41,2023-12-5,11,-51003720.8
SC41,2023-12-5,12,-7083850.111
SC41,2023-12-5,13,-32270872.73
SC41,2023-12-5,14,-28335400.45
SC41,2023-12-5,15,-22353482.57
SC41,2023-12-5,16,-28020562.66
SC41,2023-12-5,17,-18260591.4
SC41,2023-12-5,18,-8185782.351
SC41,2023-12-5,19,-2690041.967
SC41,2023-12-5,20,-1008877.465
SC41,2023-12-5,21,-2524570.715
SC41,2023-12-5,22,-6619403.588
SC41,2023-12-5,23,-12675657.95
SC41,2023-12-6,0,-151687237.6
SC41,2023-12-6,1,-213085197.2
SC41,2023-12-6,2,-275301200.9
SC41,2023-12-6,3,-333667897
SC41,2023-12-6,4,-383517934.1
SC41,2023-12-6,5,-420183960.4
SC41,2023-12-6,6,-438998624.4
SC41,2023-12-6,7,-435294574.5
SC41,2023-12-6,8,-404404459.2
SC41,2023-12-6,9,-348501489.9
SC41,2023-12-6,10,-322334142.5
SC41,2023-12-6,11,-312818743.5
SC41,2023-12-6,12,-51145269.84
SC41,2023-12-6,13,-242642675.5
SC41,2023-12-6,14,-236695551.1
SC41,2023-12-6,15,-201012804.7
SC41,2023-12-6,16,-231937851.6
SC41,2023-12-6,17,-180792581.8
SC41,2023-12-6,18,-29735622
SC41,2023-12-6,19,0
SC41,2023-12-6,20,-11740285.76
SC41,2023-12-6,21,-27716278.04
SC41,2023-12-6,22,-47457671.47
SC41,2023-12-6,23,-70494160.7
SC41,2023-12-7,0,-139900687.4
SC41,2023-12-7,1,-180867807.4
SC41,2023-12-7,2,-224570611.3
SC41,2023-12-7,3,-270326252.1
SC41,2023-12-7,4,-317451882.4
SC41,2023-12-7,5,-365264655.1
SC41,2023-12-7,6,-413081723
SC41,2023-12-7,7,-460220238.9
SC41,2023-12-7,8,-505997355.5
SC41,2023-12-7,9,-549171191.3
SC41,2023-12-7,10,-619976282
SC41,2023-12-7,11,-616522375.1
SC41,2023-12-7,12,-136429321.1
SC41,2023-12-7,13,-433465311.3
SC41,2023-12-7,14,-267677781.9
SC41,2023-12-7,15,-207234411.8
SC41,2023-12-7,16,-271131688.8
SC41,2023-12-7,17,-245227387.3
SC41,2023-12-7,18,-51808602.95
SC41,2023-12-7,19,0
SC41,2023-12-7,20,0
SC41,2023-12-7,21,0
SC41,2023-12-7,22,0
SC41,2023-12-7,23,0
SC41,2023-12-8,0,0
SC41,2023-12-8,1,0
SC41,2023-12-8,2,0
SC41,2023-12-8,3,0
SC41,2023-12-8,4,0
SC41,2023-12-8,5,-179738746.7
SC41,2023-12-8,6,-413846786
SC41,2023-12-8,7,-649118242.9
SC41,2023-12-8,8,-877120791.6
SC41,2023-12-8,9,-1022791029
SC41,2023-12-8,10,-957704327.2
SC41,2023-12-8,11,-858524591.1
SC41,2023-12-8,12,-201458839.1
SC41,2023-12-8,13,-691158786.3
SC41,2023-12-8,14,-641568918.2
SC41,2023-12-8,15,-455606913
SC41,2023-12-8,16,-406017044.9
SC41,2023-12-8,17,-440110079.2
SC41,2023-12-8,18,-89881635.89
SC41,2023-12-8,19,0
SC41,2023-12-8,20,-41349089.39
SC41,2023-12-8,21,-118178317.1
SC41,2023-12-8,22,-222692198.2
SC41,2023-12-8,23,-347095247.8
SC41,2023-12-9,0,-631703178.1
SC41,2023-12-9,1,-815619804.9
SC41,2023-12-9,2,-994968020.9
SC41,2023-12-9,3,-1159564794
SC41,2023-12-9,4,-1299227092
SC41,2023-12-9,5,-1403771884
SC41,2023-12-9,6,-1463016137
SC41,2023-12-9,7,-1466776819
SC41,2023-12-9,8,-1404870898
SC41,2023-12-9,9,-1327947131
SC41,2023-12-9,10,-1364384705
SC41,2023-12-9,11,-979765871.4
SC41,2023-12-9,12,-178139249.3
SC41,2023-12-9,13,-959522774.9
SC41,2023-12-9,14,-773286286.9
SC41,2023-12-9,15,-599195656.9
SC41,2023-12-9,16,-639681849.9
SC41,2023-12-9,17,-518223270.8
SC41,2023-12-9,18,-113361340.5
SC41,2023-12-9,19,0
SC41,2023-12-9,20,0
SC41,2023-12-9,21,0
SC41,2023-12-9,22,0
SC41,2023-12-9,23,0
SC41,2023-12-10,0,0
SC41,2023-12-10,1,0
SC41,2023-12-10,2,0
SC41,2023-12-10,3,-182300569.9
SC41,2023-12-10,4,-548453350.1
SC41,2023-12-10,5,-917902030.8
SC41,2023-12-10,6,-1271700220
SC41,2023-12-10,7,-1590901524
SC41,2023-12-10,8,-1832995234
SC41,2023-12-10,9,-1717712515
SC41,2023-12-10,10,-1008723793
SC41,2023-12-10,11,-847327985.7
SC41,2023-12-10,12,-224801302.3
