分拣中心,日期,小时,货量,
SC34,2023-12-1,5,13.70864462,
SC34,2023-12-1,6,12.79750688,
SC34,2023-12-1,7,12.63671787,
SC34,2023-12-1,8,20.62257214,
SC34,2023-12-1,9,23.94554506,
SC34,2023-12-1,10,21.74809523,
SC34,2023-12-1,11,10.68045156,
SC34,2023-12-1,12,17.94275527,
SC34,2023-12-1,13,25.12466448,
SC34,2023-12-1,14,18.66630583,
SC34,2023-12-1,15,13.62825011,
SC34,2023-12-1,16,16.73683768,
SC34,2023-12-1,17,7.330680466,
SC34,2023-12-1,18,17.19240655,
SC34,2023-12-1,19,20.9977465,
SC34,2023-12-1,20,17.70157175,
SC34,2023-12-1,21,24.21352675,
SC34,2023-12-1,22,20.83695749,
SC34,2023-12-1,23,14.61978235,
SC34,2023-12-2,0,0,
SC34,2023-12-2,1,1.222964556,
SC34,2023-12-2,2,3.216314446,
SC34,2023-12-2,3,0.186422606,
SC34,2023-12-2,4,0,
SC34,2023-12-2,5,0,
SC34,2023-12-2,6,0,
SC34,2023-12-2,7,0,
SC34,2023-12-2,8,0,
SC34,2023-12-2,9,0,
SC34,2023-12-2,10,0.983762566,
SC34,2023-12-2,11,0,
SC34,2023-12-2,12,0,
SC34,2023-12-2,13,7.787730206,
SC34,2023-12-2,14,9.408988126,
SC34,2023-12-2,15,10.84420005,
SC34,2023-12-2,16,6.910656256,
SC34,2023-12-2,17,8.266134186,
SC34,2023-12-2,18,10.12659409,
SC34,2023-12-2,19,5.395710336,
SC34,2023-12-2,20,2.605020476,
SC34,2023-12-2,21,7.203014236,
SC34,2023-12-2,22,6.379096276,
SC34,2023-12-2,23,10.33921808,
SC34,2023-12-3,0,0,
SC34,2023-12-3,1,0,
SC34,2023-12-3,2,0,
SC34,2023-12-3,3,0,
SC34,2023-12-3,4,0,
SC34,2023-12-3,5,0,
SC34,2023-12-3,6,0,
SC34,2023-12-3,7,0,
SC34,2023-12-3,8,0,
SC34,2023-12-3,9,0,
SC34,2023-12-3,10,0,
SC34,2023-12-3,11,0,
SC34,2023-12-3,12,0,
SC34,2023-12-3,13,3.030494396,
SC34,2023-12-3,14,2.077305026,
SC34,2023-12-3,15,5.254602946,
SC34,2023-12-3,16,3.983683776,
SC34,2023-12-3,17,0,
SC34,2023-12-3,18,0.938773266,
SC34,2023-12-3,19,1.891962646,
SC34,2023-12-3,20,0,
SC34,2023-12-3,21,1.865485156,
SC34,2023-12-3,22,6.737341986,
SC34,2023-12-3,23,7.690531356,
SC34,2023-12-4,0,0,
SC34,2023-12-4,1,0,
SC34,2023-12-4,2,0,
SC34,2023-12-4,3,0,
SC34,2023-12-4,4,0,
SC34,2023-12-4,5,0,
SC34,2023-12-4,6,0,
SC34,2023-12-4,7,0,
SC34,2023-12-4,8,0,
SC34,2023-12-4,9,0,
SC34,2023-12-4,10,0,
SC34,2023-12-4,11,0,
SC34,2023-12-4,12,0,
SC34,2023-12-4,13,3.284719496,
SC34,2023-12-4,14,2.861818476,
SC34,2023-12-4,15,0.773744656,
SC34,2023-12-4,16,0,
SC34,2023-12-4,17,0,
SC34,2023-12-4,18,0,
SC34,2023-12-4,19,0,
SC34,2023-12-4,20,0,
SC34,2023-12-4,21,3.284719496,
SC34,2023-12-4,22,5.293499376,
SC34,2023-12-4,23,8.200943926,
SC34,2023-12-5,0,3.584407376,
SC34,2023-12-5,1,0,
SC34,2023-12-5,2,0,
SC34,2023-12-5,3,0,
SC34,2023-12-5,4,0,
SC34,2023-12-5,5,0,
SC34,2023-12-5,6,0,
SC34,2023-12-5,7,0,
SC34,2023-12-5,8,0,
SC34,2023-12-5,9,0,
SC34,2023-12-5,10,0,
SC34,2023-12-5,11,0,
SC34,2023-12-5,12,0,
SC34,2023-12-5,13,1.656489766,
SC34,2023-12-5,14,2.343145346,
SC34,2023-12-5,15,1.128293156,
SC34,2023-12-5,16,0,
SC34,2023-12-5,17,0,
SC34,2023-12-5,18,0,
SC34,2023-12-5,19,0,
SC34,2023-12-5,20,0,
SC34,2023-12-5,21,2.660063316,
SC34,2023-12-5,22,4.535161256,
SC34,2023-12-5,23,2.976981276,
SC34,2023-12-6,0,0,
SC34,2023-12-6,1,0,
SC34,2023-12-6,2,0,
SC34,2023-12-6,3,0,
SC34,2023-12-6,4,0,
SC34,2023-12-6,5,0,
SC34,2023-12-6,6,0,
SC34,2023-12-6,7,0,
SC34,2023-12-6,8,0,
SC34,2023-12-6,9,0,
SC34,2023-12-6,10,0,
SC34,2023-12-6,11,0,
SC34,2023-12-6,12,0,
SC34,2023-12-6,13,0.434498506,
SC34,2023-12-6,14,1.780875976,
SC34,2023-12-6,15,0,
SC34,2023-12-6,16,0,
SC34,2023-12-6,17,0,
SC34,2023-12-6,18,0,
SC34,2023-12-6,19,0,
SC34,2023-12-6,20,0,
SC34,2023-12-6,21,0.909690556,
SC34,2023-12-6,22,5.080820756,
SC34,2023-12-6,23,2.784059186,
SC34,2023-12-7,0,0,
SC34,2023-12-7,1,0,
SC34,2023-12-7,2,0,
SC34,2023-12-7,3,0,
SC34,2023-12-7,4,0,
SC34,2023-12-7,5,0,
SC34,2023-12-7,6,0,
SC34,2023-12-7,7,0,
SC34,2023-12-7,8,0,
SC34,2023-12-7,9,0,
SC34,2023-12-7,10,0,
SC34,2023-12-7,11,0,
SC34,2023-12-7,12,0,
SC34,2023-12-7,13,2.436871496,
SC34,2023-12-7,14,3.545435396,
SC34,2023-12-7,15,2.067350196,
SC34,2023-12-7,16,0,
SC34,2023-12-7,17,0,
SC34,2023-12-7,18,0.193349306,
SC34,2023-12-7,19,0,
SC34,2023-12-7,20,0,
SC34,2023-12-7,21,0.378109956,
SC34,2023-12-7,22,5.683380066,
SC34,2023-12-7,23,3.756590426,
SC34,2023-12-8,0,0,
SC34,2023-12-8,1,0,
SC34,2023-12-8,2,0,
SC34,2023-12-8,3,0,
SC34,2023-12-8,4,0,
SC34,2023-12-8,5,0,
SC34,2023-12-8,6,0,
SC34,2023-12-8,7,0,
SC34,2023-12-8,8,0,
SC34,2023-12-8,9,0,
SC34,2023-12-8,10,0,
SC34,2023-12-8,11,0,
SC34,2023-12-8,12,0,
SC34,2023-12-8,13,3.358364326,
SC34,2023-12-8,14,4.493199356,
SC34,2023-12-8,15,10.74798773,
SC34,2023-12-8,16,3.226406766,
SC34,2023-12-8,17,0,
SC34,2023-12-8,18,3.437538866,
SC34,2023-12-8,19,0.956736726,
SC34,2023-12-8,20,0,
SC34,2023-12-8,21,4.915463546,
SC34,2023-12-8,22,5.179378666,
SC34,2023-12-8,23,5.628034376,
SC34,2023-12-9,0,0.876269256,
SC34,2023-12-9,1,0,
SC34,2023-12-9,2,0,
SC34,2023-12-9,3,0,
SC34,2023-12-9,4,0,
SC34,2023-12-9,5,0,
SC34,2023-12-9,6,0,
SC34,2023-12-9,7,0,
SC34,2023-12-9,8,0,
SC34,2023-12-9,9,0,
SC34,2023-12-9,10,0,
SC34,2023-12-9,11,0,
SC34,2023-12-9,12,0,
SC34,2023-12-9,13,0.955438346,
SC34,2023-12-9,14,1.879077716,
SC34,2023-12-9,15,4.043032806,
SC34,2023-12-9,16,0,
SC34,2023-12-9,17,0,
SC34,2023-12-9,18,0,
SC34,2023-12-9,19,0.084578376,
SC34,2023-12-9,20,0,
SC34,2023-12-9,21,2.512430426,
SC34,2023-12-9,22,2.354092246,
SC34,2023-12-9,23,1.324894096,
SC34,2023-12-10,0,0,
SC34,2023-12-10,1,0,
SC34,2023-12-10,2,0,
SC34,2023-12-10,3,0,
SC34,2023-12-10,4,0,
SC34,2023-12-10,5,0,
SC34,2023-12-10,6,0,
SC34,2023-12-10,7,0,
SC34,2023-12-10,8,0,
SC34,2023-12-10,9,0,
SC34,2023-12-10,10,0,
SC34,2023-12-10,11,0,
SC34,2023-12-10,12,0,
SC34,2023-12-10,13,1.561413386,
SC34,2023-12-10,14,0.611432516,
SC34,2023-12-10,15,0,
SC34,2023-12-10,16,0,
SC34,2023-12-10,17,0,
SC34,2023-12-10,18,0,
SC34,2023-12-10,19,0,
SC34,2023-12-10,20,34.38853012,
SC34,2023-12-10,21,52.80760366,
SC34,2023-12-10,22,48.53268974,
SC34,2023-12-10,23,37.1329193,
SC34,2023-12-11,0,22.77592278,
SC34,2023-12-11,1,28.47556566,
SC34,2023-12-11,2,26.31181235,
SC34,2023-12-11,3,26.17987617,
SC34,2023-12-11,4,17.12905438,
SC34,2023-12-11,5,21.87875678,
SC34,2023-12-11,6,19.92610134,
SC34,2023-12-11,7,16.60130966,
SC34,2023-12-11,8,20.37468435,
SC34,2023-12-11,9,19.71500346,
SC34,2023-12-11,10,24.1216718,
SC34,2023-12-11,11,13.72510099,
SC34,2023-12-11,12,12.80154774,
SC34,2023-12-11,13,21.50933548,
SC34,2023-12-11,14,18.23731827,
SC34,2023-12-11,15,15.36110959,
SC34,2023-12-11,16,20.98159077,
SC34,2023-12-11,17,7.365777216,
SC34,2023-12-11,18,14.9916883,
SC34,2023-12-11,19,22.45927596,
SC34,2023-12-11,20,21.8259823,
SC34,2023-12-11,21,33.06694465,
SC34,2023-12-11,22,31.61564669,
SC34,2023-12-11,23,3.856274886,
SC34,2023-12-12,0,6.151030976,
SC34,2023-12-12,1,8.974355666,
SC34,2023-12-12,2,9.238217786,
SC34,2023-12-12,3,2.905526886,
SC34,2023-12-12,4,3.934589166,
SC34,2023-12-12,5,0,
SC34,2023-12-12,6,0,
SC34,2023-12-12,7,0,
SC34,2023-12-12,8,0,
SC34,2023-12-12,9,0,
SC34,2023-12-12,10,0,
SC34,2023-12-12,11,0,
SC34,2023-12-12,12,0,
SC34,2023-12-12,13,0,
SC34,2023-12-12,14,0,
SC34,2023-12-12,15,0,
SC34,2023-12-12,16,0,
SC34,2023-12-12,17,5.913555066,
SC34,2023-12-12,18,8.314700366,
SC34,2023-12-12,19,1.586216286,
SC34,2023-12-12,20,20.29404066,
SC34,2023-12-12,21,20.53151657,
SC34,2023-12-12,22,9.897873096,
SC34,2023-12-12,23,0,
SC34,2023-12-13,0,0,
SC34,2023-12-13,1,0,
SC34,2023-12-13,2,0,
SC34,2023-12-13,3,0,
SC34,2023-12-13,4,0,
SC34,2023-12-13,5,0,
SC34,2023-12-13,6,0,
SC34,2023-12-13,7,0,
SC34,2023-12-13,8,0,
SC34,2023-12-13,9,0,
SC34,2023-12-13,10,0,
SC34,2023-12-13,11,0,
SC34,2023-12-13,12,0,
SC34,2023-12-13,13,0,
SC34,2023-12-13,14,2.588131876,
SC34,2023-12-13,15,2.640902346,
SC34,2023-12-13,16,1.559107776,
SC34,2023-12-13,17,0,
SC34,2023-12-13,18,4.540639146,
SC34,2023-12-13,19,0.714780306,
SC34,2023-12-13,20,0,
SC34,2023-12-13,21,0,
SC34,2023-12-13,22,0,
SC34,2023-12-13,23,0,
SC34,2023-12-14,0,0,
SC34,2023-12-14,1,0,
SC34,2023-12-14,2,0,
SC34,2023-12-14,3,0,
SC34,2023-12-14,4,0,
SC34,2023-12-14,5,0,
SC34,2023-12-14,6,0,
SC34,2023-12-14,7,0,
SC34,2023-12-14,8,0,
SC34,2023-12-14,9,0,
SC34,2023-12-14,10,0,
SC34,2023-12-14,11,0,
SC34,2023-12-14,12,0,
SC34,2023-12-14,13,0,
SC34,2023-12-14,14,0,
SC34,2023-12-14,15,0,
SC34,2023-12-14,16,0,
SC34,2023-12-14,17,0,
SC34,2023-12-14,18,0,
SC34,2023-12-14,19,0,
SC34,2023-12-14,20,0,
SC34,2023-12-14,21,0,
SC34,2023-12-14,22,0,
SC34,2023-12-14,23,0,
SC34,2023-12-15,0,0,
SC34,2023-12-15,1,0,
SC34,2023-12-15,2,0,
SC34,2023-12-15,3,0,
SC34,2023-12-15,4,0,
SC34,2023-12-15,5,0,
SC34,2023-12-15,6,0,
SC34,2023-12-15,7,0,
SC34,2023-12-15,8,0,
SC34,2023-12-15,9,0,
SC34,2023-12-15,10,0,
SC34,2023-12-15,11,0,
SC34,2023-12-15,12,0,
SC34,2023-12-15,13,0,
SC34,2023-12-15,14,0,
SC34,2023-12-15,15,0,
SC34,2023-12-15,16,0,
SC34,2023-12-15,17,0,
SC34,2023-12-15,18,0,
SC34,2023-12-15,19,0,
SC34,2023-12-15,20,0,
SC34,2023-12-15,21,0,
SC34,2023-12-15,22,0,
SC34,2023-12-15,23,0,
SC34,2023-12-16,0,0,
SC34,2023-12-16,1,0,
SC34,2023-12-16,2,0,
SC34,2023-12-16,3,0,
SC34,2023-12-16,4,0,
SC34,2023-12-16,5,0,
SC34,2023-12-16,6,0,
SC34,2023-12-16,7,0,
SC34,2023-12-16,8,0,
SC34,2023-12-16,9,0,
SC34,2023-12-16,10,0,
SC34,2023-12-16,11,0,
SC34,2023-12-16,12,0,
SC34,2023-12-16,13,0,
SC34,2023-12-16,14,0,
SC34,2023-12-16,15,0,
SC34,2023-12-16,16,0,
SC34,2023-12-16,17,0,
SC34,2023-12-16,18,0,
SC34,2023-12-16,19,0,
SC34,2023-12-16,20,0,
SC34,2023-12-16,21,0,
SC34,2023-12-16,22,0,
SC34,2023-12-16,23,0,
SC34,2023-12-17,0,0,
SC34,2023-12-17,1,0,
SC34,2023-12-17,2,0,
SC34,2023-12-17,3,0,
SC34,2023-12-17,4,0,
SC34,2023-12-17,5,0,
SC34,2023-12-17,6,0,
SC34,2023-12-17,7,0,
SC34,2023-12-17,8,0,
SC34,2023-12-17,9,0,
SC34,2023-12-17,10,0,
SC34,2023-12-17,11,0,
SC34,2023-12-17,12,0,
SC34,2023-12-17,13,0,
SC34,2023-12-17,14,0,
SC34,2023-12-17,15,0,
SC34,2023-12-17,16,0,
SC34,2023-12-17,17,0,
SC34,2023-12-17,18,0,
SC34,2023-12-17,19,0,
SC34,2023-12-17,20,0,
SC34,2023-12-17,21,0,
SC34,2023-12-17,22,0,
SC34,2023-12-17,23,0,
SC34,2023-12-18,0,0,
SC34,2023-12-18,1,0,
SC34,2023-12-18,2,0,
SC34,2023-12-18,3,0,
SC34,2023-12-18,4,0,
SC34,2023-12-18,5,0,
SC34,2023-12-18,6,0,
SC34,2023-12-18,7,0,
SC34,2023-12-18,8,0,
SC34,2023-12-18,9,0,
SC34,2023-12-18,10,0,
SC34,2023-12-18,11,0,
SC34,2023-12-18,12,0,
SC34,2023-12-18,13,0,
SC34,2023-12-18,14,0,
SC34,2023-12-18,15,0,
SC34,2023-12-18,16,0,
SC34,2023-12-18,17,0,
SC34,2023-12-18,18,0,
SC34,2023-12-18,19,0,
SC34,2023-12-18,20,0,
SC34,2023-12-18,21,0,
SC34,2023-12-18,22,0,
SC34,2023-12-18,23,0,
SC34,2023-12-19,0,0,
SC34,2023-12-19,1,0,
SC34,2023-12-19,2,0,
SC34,2023-12-19,3,0,
SC34,2023-12-19,4,0,
SC34,2023-12-19,5,0,
SC34,2023-12-19,6,0,
SC34,2023-12-19,7,0,
SC34,2023-12-19,8,0,
SC34,2023-12-19,9,0,
SC34,2023-12-19,10,0,
SC34,2023-12-19,11,0,
SC34,2023-12-19,12,0,
SC34,2023-12-19,13,0,
SC34,2023-12-19,14,0,
SC34,2023-12-19,15,0,
SC34,2023-12-19,16,0,
SC34,2023-12-19,17,0,
SC34,2023-12-19,18,0,
SC34,2023-12-19,19,0,
SC34,2023-12-19,20,0,
SC34,2023-12-19,21,0,
SC34,2023-12-19,22,0,
SC34,2023-12-19,23,0,
SC34,2023-12-20,0,0,
SC34,2023-12-20,1,0,
SC34,2023-12-20,2,0,
SC34,2023-12-20,3,0,
SC34,2023-12-20,4,0,
SC34,2023-12-20,5,0,
SC34,2023-12-20,6,0,
SC34,2023-12-20,7,0,
SC34,2023-12-20,8,0,
SC34,2023-12-20,9,0,
SC34,2023-12-20,10,0,
SC34,2023-12-20,11,0,
SC34,2023-12-20,12,0,
SC34,2023-12-20,13,0,
SC34,2023-12-20,14,0,
SC34,2023-12-20,15,0,
SC34,2023-12-20,16,0,
SC34,2023-12-20,17,0,
SC34,2023-12-20,18,0,
SC34,2023-12-20,19,0,
SC34,2023-12-20,20,0,
SC34,2023-12-20,21,0,
SC34,2023-12-20,22,0,
SC34,2023-12-20,23,0,
SC34,2023-12-21,0,0,
SC34,2023-12-21,1,0,
SC34,2023-12-21,2,0,
SC34,2023-12-21,3,0,
SC34,2023-12-21,4,0,
SC34,2023-12-21,5,0,
SC34,2023-12-21,6,0,
SC34,2023-12-21,7,0,
SC34,2023-12-21,8,0,
SC34,2023-12-21,9,0,
SC34,2023-12-21,10,0,
SC34,2023-12-21,11,0,
SC34,2023-12-21,12,0,
SC34,2023-12-21,13,0,
SC34,2023-12-21,14,0,
SC34,2023-12-21,15,0,
SC34,2023-12-21,16,0,
SC34,2023-12-21,17,0,
SC34,2023-12-21,18,0,
SC34,2023-12-21,19,0,
SC34,2023-12-21,20,0,
SC34,2023-12-21,21,0,
SC34,2023-12-21,22,0,
SC34,2023-12-21,23,0,
SC34,2023-12-22,0,0,
SC34,2023-12-22,1,0,
SC34,2023-12-22,2,0,
SC34,2023-12-22,3,0,
SC34,2023-12-22,4,0,
SC34,2023-12-22,5,0,
SC34,2023-12-22,6,0,
SC34,2023-12-22,7,0,
SC34,2023-12-22,8,0,
SC34,2023-12-22,9,0,
SC34,2023-12-22,10,0,
SC34,2023-12-22,11,0,
SC34,2023-12-22,12,0,
SC34,2023-12-22,13,0,
SC34,2023-12-22,14,0,
SC34,2023-12-22,15,0,
SC34,2023-12-22,16,0,
SC34,2023-12-22,17,0,
SC34,2023-12-22,18,1.922106726,
SC34,2023-12-22,19,0,
SC34,2023-12-22,20,0,
SC34,2023-12-22,21,0,
SC34,2023-12-22,22,0,
SC34,2023-12-22,23,0,
SC34,2023-12-23,0,0,
SC34,2023-12-23,1,0,
SC34,2023-12-23,2,0,
SC34,2023-12-23,3,0,
SC34,2023-12-23,4,0,
SC34,2023-12-23,5,0,
SC34,2023-12-23,6,0,
SC34,2023-12-23,7,0,
SC34,2023-12-23,8,0,
SC34,2023-12-23,9,0,
SC34,2023-12-23,10,0,
SC34,2023-12-23,11,0,
SC34,2023-12-23,12,0,
SC34,2023-12-23,13,0,
SC34,2023-12-23,14,0,
SC34,2023-12-23,15,0,
SC34,2023-12-23,16,0,
SC34,2023-12-23,17,0,
SC34,2023-12-23,18,0,
SC34,2023-12-23,19,0,
SC34,2023-12-23,20,0,
SC34,2023-12-23,21,0,
SC34,2023-12-23,22,0,
SC34,2023-12-23,23,0,
SC34,2023-12-24,0,0,
SC34,2023-12-24,1,0,
SC34,2023-12-24,2,0,
SC34,2023-12-24,3,0,
SC34,2023-12-24,4,0,
SC34,2023-12-24,5,0,
SC34,2023-12-24,6,0,
SC34,2023-12-24,7,0,
SC34,2023-12-24,8,0,
SC34,2023-12-24,9,0,
SC34,2023-12-24,10,0,
SC34,2023-12-24,11,0,
SC34,2023-12-24,12,0,
SC34,2023-12-24,13,0,
SC34,2023-12-24,14,0,
SC34,2023-12-24,15,0,
SC34,2023-12-24,16,0,
SC34,2023-12-24,17,0,
SC34,2023-12-24,18,0,
SC34,2023-12-24,19,0,
SC34,2023-12-24,20,0,
SC34,2023-12-24,21,0,
SC34,2023-12-24,22,0,
SC34,2023-12-24,23,0.443699716,
SC34,2023-12-25,0,0,
SC34,2023-12-25,1,0,
SC34,2023-12-25,2,0,
SC34,2023-12-25,3,0,
SC34,2023-12-25,4,0,
SC34,2023-12-25,5,0,
SC34,2023-12-25,6,0,
SC34,2023-12-25,7,0,
SC34,2023-12-25,8,0,
SC34,2023-12-25,9,0,
SC34,2023-12-25,10,0,
SC34,2023-12-25,11,0,
SC34,2023-12-25,12,0,
SC34,2023-12-25,13,0,
SC34,2023-12-25,14,0,
SC34,2023-12-25,15,0,
SC34,2023-12-25,16,0,
SC34,2023-12-25,17,0,
SC34,2023-12-25,18,0,
SC34,2023-12-25,19,0,
SC34,2023-12-25,20,0,
SC34,2023-12-25,21,0,
SC34,2023-12-25,22,0,
SC34,2023-12-25,23,0,
SC34,2023-12-26,0,0,
SC34,2023-12-26,1,0,
SC34,2023-12-26,2,0,
SC34,2023-12-26,3,0,
SC34,2023-12-26,4,0,
SC34,2023-12-26,5,0,
SC34,2023-12-26,6,0,
SC34,2023-12-26,7,0,
SC34,2023-12-26,8,0,
SC34,2023-12-26,9,0,
SC34,2023-12-26,10,0,
SC34,2023-12-26,11,0,
SC34,2023-12-26,12,0,
SC34,2023-12-26,13,0,
SC34,2023-12-26,14,0,
SC34,2023-12-26,15,0,
SC34,2023-12-26,16,0,
SC34,2023-12-26,17,0,
SC34,2023-12-26,18,0,
SC34,2023-12-26,19,0,
SC34,2023-12-26,20,0,
SC34,2023-12-26,21,0,
SC34,2023-12-26,22,0,
SC34,2023-12-26,23,0,
SC34,2023-12-27,0,0,
SC34,2023-12-27,1,0,
SC34,2023-12-27,2,0,
SC34,2023-12-27,3,0,
SC34,2023-12-27,4,0,
SC34,2023-12-27,5,0,
SC34,2023-12-27,6,0,
SC34,2023-12-27,7,0,
SC34,2023-12-27,8,0,
SC34,2023-12-27,9,0,
SC34,2023-12-27,10,0,
SC34,2023-12-27,11,0,
SC34,2023-12-27,12,0,
SC34,2023-12-27,13,0,
SC34,2023-12-27,14,0,
SC34,2023-12-27,15,0,
SC34,2023-12-27,16,0,
SC34,2023-12-27,17,0,
SC34,2023-12-27,18,0,
SC34,2023-12-27,19,0,
SC34,2023-12-27,20,0,
SC34,2023-12-27,21,0,
SC34,2023-12-27,22,0,
SC34,2023-12-27,23,0,
SC34,2023-12-28,0,0,
SC34,2023-12-28,1,0,
SC34,2023-12-28,2,0,
SC34,2023-12-28,3,0,
SC34,2023-12-28,4,0,
SC34,2023-12-28,5,0,
SC34,2023-12-28,6,0,
SC34,2023-12-28,7,0,
SC34,2023-12-28,8,0,
SC34,2023-12-28,9,0,
SC34,2023-12-28,10,0,
SC34,2023-12-28,11,0,
SC34,2023-12-28,12,0,
SC34,2023-12-28,13,0,
SC34,2023-12-28,14,0,
SC34,2023-12-28,15,0,
SC34,2023-12-28,16,0,
SC34,2023-12-28,17,0,
SC34,2023-12-28,18,0,
SC34,2023-12-28,19,0,
SC34,2023-12-28,20,0,
SC34,2023-12-28,21,0,
SC34,2023-12-28,22,0,
SC34,2023-12-28,23,0,
SC34,2023-12-29,0,0,
SC34,2023-12-29,1,0,
SC34,2023-12-29,2,0,
SC34,2023-12-29,3,0,
SC34,2023-12-29,4,0,
SC34,2023-12-29,5,0,
SC34,2023-12-29,6,0,
SC34,2023-12-29,7,0,
SC34,2023-12-29,8,0,
SC34,2023-12-29,9,0,
SC34,2023-12-29,10,0,
SC34,2023-12-29,11,0,
SC34,2023-12-29,12,0,
SC34,2023-12-29,13,0,
SC34,2023-12-29,14,0,
SC34,2023-12-29,15,0,
SC34,2023-12-29,16,0,
SC34,2023-12-29,17,0,
SC34,2023-12-29,18,0,
SC34,2023-12-29,19,0,
SC34,2023-12-29,20,0,
SC34,2023-12-29,21,0,
SC34,2023-12-29,22,0,
SC34,2023-12-29,23,1.389750006,
SC34,2023-12-30,0,0,
SC34,2023-12-30,1,0,
SC34,2023-12-30,2,0,
SC34,2023-12-30,3,0,
SC34,2023-12-30,4,0,
SC34,2023-12-30,5,0,
SC34,2023-12-30,6,0,
SC34,2023-12-30,7,0,
SC34,2023-12-30,8,0,
SC34,2023-12-30,9,0,
SC34,2023-12-30,10,0,
SC34,2023-12-30,11,0,
SC34,2023-12-30,12,0,
SC34,2023-12-30,13,0,
SC34,2023-12-30,14,0,
SC34,2023-12-30,15,0,
SC34,2023-12-30,16,0,
SC34,2023-12-30,17,0,
SC34,2023-12-30,18,0.387031566,
SC34,2023-12-30,19,2.338352496,
SC34,2023-12-30,20,0,
SC34,2023-12-30,21,0,
SC34,2023-12-30,22,0.914415606,
SC34,2023-12-30,23,0.096970356,
SC35,2023-12-1,0,44.39618524,
SC35,2023-12-1,1,55.16002536,
SC35,2023-12-1,2,46.25803867,
SC35,2023-12-1,3,48.99263589,
SC35,2023-12-1,4,54.52001325,
SC35,2023-12-1,5,41.80704532,
SC35,2023-12-1,6,31.79958316,
SC35,2023-12-1,7,20.13390778,
SC35,2023-12-1,8,41.39976489,
SC35,2023-12-1,9,41.80704532,
SC35,2023-12-1,10,49.80719676,
SC35,2023-12-1,11,57.77825675,
SC35,2023-12-1,12,43.49434999,
SC35,2023-12-1,13,19.49389567,
SC35,2023-12-1,14,15.21745108,
SC35,2023-12-1,15,34.06871702,
SC35,2023-12-1,16,28.13405922,
SC35,2023-12-1,17,26.67948624,
SC35,2023-12-1,18,65.48749359,
SC35,2023-12-1,19,99.81541617,
SC35,2023-12-1,20,104.5864156,
SC35,2023-12-1,21,104.7609643,
SC35,2023-12-1,22,110.4919819,
SC35,2023-12-1,23,57.8073482,
SC35,2023-12-2,0,33.98264844,
SC35,2023-12-2,1,71.13445274,
SC35,2023-12-2,2,62.39970252,
SC35,2023-12-2,3,62.80732419,
SC35,2023-12-2,4,46.18218293,
SC35,2023-12-2,5,50.43309471,
SC35,2023-12-2,6,14.32946043,
SC35,2023-12-2,7,8.040440267,
SC35,2023-12-2,8,37.18539019,
SC35,2023-12-2,9,49.70519885,
SC35,2023-12-2,10,50.49132637,
SC35,2023-12-2,11,55.61571317,
SC35,2023-12-2,12,49.21022967,
SC35,2023-12-2,13,7.923976927,
SC35,2023-12-2,14,16.33845299,
SC35,2023-12-2,15,22.1616198,
SC35,2023-12-2,16,24.66558154,
SC35,2023-12-2,17,33.22563676,
SC35,2023-12-2,18,65.02012758,
SC35,2023-12-2,19,72.76493945,
SC35,2023-12-2,20,82.2858172,
SC35,2023-12-2,21,85.19740061,
SC35,2023-12-2,22,102.2883952,
SC35,2023-12-2,23,43.88203203,
SC35,2023-12-3,0,25.08042534,
SC35,2023-12-3,1,59.1768892,
SC35,2023-12-3,2,64.59408439,
SC35,2023-12-3,3,49.38538131,
SC35,2023-12-3,4,39.65181134,
SC35,2023-12-3,5,31.10596865,
SC35,2023-12-3,6,0,
SC35,2023-12-3,7,3.788241024,
SC35,2023-12-3,8,35.39337448,
SC35,2023-12-3,9,49.61713297,
SC35,2023-12-3,10,43.41777591,
SC35,2023-12-3,11,58.68441691,
SC35,2023-12-3,12,36.95769822,
SC35,2023-12-3,13,3.788241024,
SC35,2023-12-3,14,3.962054774,
SC35,2023-12-3,15,4.338651231,
SC35,2023-12-3,16,2.890203319,
SC35,2023-12-3,17,13.8694385,
SC35,2023-12-3,18,54.77360754,
SC35,2023-12-3,19,64.88377397,
SC35,2023-12-3,20,69.43190042,
SC35,2023-12-3,21,70.85137937,
SC35,2023-12-3,22,85.30688954,
SC35,2023-12-3,23,40.17325259,
SC35,2023-12-4,0,23.56814045,
SC35,2023-12-4,1,43.30505928,
SC35,2023-12-4,2,36.77424866,
SC35,2023-12-4,3,36.91873562,
SC35,2023-12-4,4,28.56738929,
SC35,2023-12-4,5,48.44879508,
SC35,2023-12-4,6,0,
SC35,2023-12-4,7,0,
SC35,2023-12-4,8,32.55522941,
SC35,2023-12-4,9,51.04956037,
SC35,2023-12-4,10,44.48985236,
SC35,2023-12-4,11,51.97427692,
SC35,2023-12-4,12,31.94838417,
SC35,2023-12-4,13,0,
SC35,2023-12-4,14,3.311068564,
SC35,2023-12-4,15,3.484452917,
SC35,2023-12-4,16,4.351374681,
SC35,2023-12-4,17,0.854790233,
SC35,2023-12-4,18,55.03740049,
SC35,2023-12-4,19,54.632837,
SC35,2023-12-4,20,74.19637147,
SC35,2023-12-4,21,69.02373828,
SC35,2023-12-4,22,81.88307778,
SC35,2023-12-4,23,43.79631495,
SC35,2023-12-5,0,13.5416262,
SC35,2023-12-5,1,60.27322458,
SC35,2023-12-5,2,41.47117052,
SC35,2023-12-5,3,41.52875721,
